id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
45,_, , ,不过敏,32,35
45,_, , ,五星好评,43,47
46,服务,12,14,_, , 
46,_, , ,很满意,15,18
46,_, , ,很喜欢,21,24
47,_, , ,一直都用,3,7
48,_, , ,还行吧,8,11
48,价格,12,14,_, , 
48,_, , ,便宜,15,17
49,_, , ,很好用,0,3
49,_, , ,物美价廉,19,23
50,清洁能力,0,4,_, , 
50,_, , ,强,4,5
50,_, , ,很好,6,8
50,卖家,9,11,_, , 
50,_, , ,干净,19,21
50,_, , ,不紧绷,21,24
51,_, , ,很好用,6,9
51,_, , ,不错,18,20
52,_, , ,很好用,0,3
52,包装,24,26,_, , 
52,_, , ,好差,26,28
53,_, , ,好评,0,2
54,物流,19,21,_, , 
54,_, , ,特别给力,22,26
55,_, , ,坏的,4,6
56,_, , ,很清爽,6,9
56,_, , ,不油腻,9,12
57,活动,5,7,_, , 
57,泡沫,8,10,_, , 
57,_, , ,多,10,11
57,_, , ,很服帖,12,15
58,_, , ,油腻腻的,20,24
59,清洁能力,0,4,_, , 
59,_, , ,弱,5,6
59,_, , ,很温和,7,10
59,_, , ,还行,11,13
59,补水,14,16,_, , 
59,_, , ,没有太大感觉,16,22
60,_, , ,还不错的,0,4
60,_, , ,好实惠,9,12
60,_, , ,很满意,13,16
61,_, , ,不错,0,2
61,_, , ,挺满意的,3,7
62,_, , ,可以,0,2
63,_, , ,挺水润的,5,9
64,_, , ,很不错,2,5
64,_, , ,很划算,6,9
64,_, , ,很划算,16,19
65,价位,0,2,_, , 
65,_, , ,经济,2,4
65,_, , ,实惠,4,6
65,送货速度,7,11,_, , 
65,_, , ,很快,11,13
66,_, , ,一般般,0,3
66,_, , ,很满意,18,21
67,包装,0,2,_, , 
67,_, , ,完好,2,4
67,_, , ,很好,15,17
67,_, , ,不持妆,18,21
68,_, , ,很好吸收,16,20
69,_, , ,有点滑滑的,4,9
69,_, , ,较难清洗,13,17
69,_, , ,还行,25,27
70,_, , ,不会过敏,2,6
70,_, , ,好快就到,13,17
70,粉质,19,21,_, , 
70,_, , ,细,21,22
71,_, , ,香香的,5,8
71,物流,12,14,_, , 
71,_, , ,超级快,16,19
72,_, , ,还好,2,4
72,_, , ,很超值,6,9
72,_, , ,挺好的,10,13
72,_, , ,微微一点白,14,19
73,_, , ,很好用,6,9
74,_, , ,没有多大效果,8,14
75,_, , ,很好,0,2
75,_, , ,是正品,3,6
76,_, , ,特别自然,3,7
76,包装,12,14,_, , 
76,_, , ,精美,14,16
76,_, , ,太好了,17,20
77,_, , ,好用,0,2
78,_, , ,很清爽,13,16
78,_, , ,不是特别油腻,17,23
79,_, , ,很好用,0,3
79,持久情况,4,8,_, , 
79,_, , ,赞,16,17
80,_, , ,不错,2,4
80,_, , ,能修复皮肤,9,14
80,包装,15,17,_, , 
80,_, , ,精美,17,19
81,_, , ,还行,2,4
82,_, , ,物有所值,5,9
83,_, , ,太香了,3,6
84,_, , ,还不错,10,13
84,_, , ,超出预期,14,18
84,_, , ,很满意,19,22
85,_, , ,不错,0,2
85,遮盖力,5,8,_, , 
85,_, , ,好,8,9
85,_, , ,很快,10,12
85,物流,15,17,_, , 
85,_, , ,超快,17,19
86,快递员,6,9,_, , 
86,_, , ,很好,10,12
86,_, , ,喜欢的,15,18
86,味道,18,20,_, , 
87,_, , ,好,7,8
87,_, , ,是正品,14,17
87,_, , ,很好用,22,25
88,_, , ,真心不错,0,4
88,快递,14,16,_, , 
88,_, , ,很快,16,18
88,_, , ,不错,19,21
88,速度,23,25,_, , 
88,_, , ,很快,25,27
89,_, , ,不错的,14,17
89,_, , ,相当的便宜,18,23
90,起泡量,0,3,_, , 
90,_, , ,少的,5,7
90,味道,22,24,_, , 
90,_, , ,不喜欢,26,29
91,价格,0,2,_, , 
91,_, , ,很便宜,3,6
91,_, , ,好,14,15
92,_, , ,不错,2,4
93,活动,3,5,_, , 
93,_, , ,还挺划算的,7,12
93,_, , ,一般,16,18
94,_, , ,好评,4,6
94,_, , ,挺好的,7,10
94,_, , ,很好用,11,14
94,_, , ,很好用,15,18
94,_, , ,是正品,25,28
95,_, , ,物美价廉,7,11
95,_, , ,不错,17,19
96,_, , ,很水润,0,3
96,快递小哥,14,18,_, , 
96,_, , ,干净,21,23
97,补水,0,2,_, , 
97,_, , ,不错,2,4
97,物流,5,7,_, , 
97,_, , ,很给力,7,10
97,_, , ,好用,11,13
98,味道,25,27,_, , 
98,_, , ,不一样,27,30
99,遮盖力,9,12,_, , 
99,_, , ,好,12,13
100,_, , ,滋润,10,12
100,_, , ,挺好的,13,16
101,_, , ,超好用,4,7
101,隔离效果,21,25,_, , 
102,价格,0,2,_, , 
102,_, , ,实惠,2,4
102,_, , ,不错,6,8
102,_, , ,滋润,9,11
102,_, , ,实惠,12,14
102,_, , ,实用,15,17
103,_, , ,满满,4,6
103,精华素,6,9,_, , 
103,_, , ,很舒服,13,16
104,_, , ,真快,0,2
105,包装,6,8,_, , 
105,_, , ,很细心,9,12
106,_, , ,很好,2,4
106,包装,11,13,_, , 
106,_, , ,很漂亮,14,17
106,_, , ,很划算,18,21
107,_, , ,假的,1,3
108,_, , ,有点味道,2,6
108,_, , ,美白,7,9
108,_, , ,遮瑕,10,12
109,_, , ,还行,4,6
110,物流,0,2,_, , 
110,_, , ,快,2,3
110,_, , ,非常好用,14,18
111,_, , ,还不错,3,6
111,_, , ,很好用,12,15
112,气味,0,2,_, , 
112,_, , ,重,2,3
112,_, , ,不好闻,3,6
112,吸收,15,17,_, , 
112,_, , ,很快,17,19
113,价格,4,6,_, , 
113,_, , ,非常合适,6,10
113,补水效果,11,15,_, , 
113,_, , ,不错,15,17
113,_, , ,难用,18,20
114,_, , ,很好,0,2
114,_, , ,很划算,6,9
115,_, , ,挺好的,6,9
115,_, , ,很喜欢,10,13
115,味道,13,15,_, , 
115,_, , ,还好,16,18
115,水分,19,21,_, , 
115,精华,21,23,_, , 
115,_, , ,很多,23,25
116,客服,8,10,_, , 
117,活动,1,3,_, , 
117,_, , ,还挺划算的,5,10
117,包装,11,13,_, , 
117,_, , ,很好,13,15
117,精华液,16,19,_, , 
117,_, , ,挺多的,20,23
117,效果,24,26,_, , 
117,_, , ,没什么突出的,27,33
118,价格,6,8,_, , 
118,_, , ,实惠,8,10
119,_, , ,还可以,22,25
120,_, , ,挺好,0,2
120,泡沫,3,5,_, , 
120,_, , ,丰富,5,7
120,_, , ,很干净,10,13
121,_, , ,非常不错,0,4
122,价格,2,4,_, , 
122,_, , ,合适,4,6
122,_, , ,不错,9,11
122,_, , ,好用,11,13
123,_, , ,便宜,15,17
124,发货速度,2,6,_, , 
124,_, , ,快,6,7
124,_, , ,好小,11,13
124,_, , ,特别合算,14,18
124,_, , ,挺温和,19,22
124,_, , ,水润,23,25
125,_, , ,很不错,0,3
125,_, , ,很亮,4,6
125,_, , ,温和的,7,10
125,_, , ,很喜欢,12,15
125,_, , ,非常满意,16,20
126,快递,2,4,_, , 
126,_, , ,强大,6,8
127,_, , ,很好,12,14
128,送货,17,19,_, , 
128,_, , ,很快,19,21
128,服务,22,24,_, , 
128,_, , ,很好,25,27
129,_, , ,自然,0,2
129,_, , ,好推开,3,6
129,_, , ,很清爽,7,10
130,_, , ,气色很好,6,10
130,_, , ,泛白,11,13
130,_, , ,很好用,19,22
131,_, , ,便宜,6,8
131,_, , ,很好用,13,16
131,_, , ,很服帖,16,19
132,_, , ,很好用,14,17
133,_, , ,有点失望,19,23
134,价格,0,2,_, , 
134,_, , ,便宜,2,4
134,_, , ,好使,6,8
135,_, , ,改善肤色,2,6
135,_, , ,很好用,27,30
136,_, , ,很满意,8,11
136,价格,12,14,_, , 
136,_, , ,便宜,15,17
137,_, , ,非常好,10,13
138,活动,3,5,_, , 
138,_, , ,挺好,8,10
138,_, , ,很温和,11,14
139,_, , ,特别快,0,3
139,_, , ,很清爽保湿,12,17
139,_, , ,还不错,20,23
140,_, , ,很服帖,2,5
140,洁面,6,8,_, , 
140,_, , ,很干净,8,11
140,_, , ,正品,12,14
141,_, , ,不错,0,2
141,_, , ,很好,5,7
141,速度,8,10,_, , 
141,_, , ,很快,10,12
142,_, , ,连连的,10,13
143,_, , ,不错,10,12
144,_, , ,挺服帖,5,8
144,清洗的效果,11,16,_, , 
144,_, , ,不是很好,16,20
145,_, , ,挺好,3,5
145,_, , ,白的自然,13,17
146,物流,3,5,_, , 
146,_, , ,很快,5,7
146,_, , ,不错哦,8,11
146,_, , ,蛮好的,16,19
147,_, , ,还不错,29,32
148,_, , ,是正品,0,3
148,_, , ,非常好用,9,13
149,_, , ,清凉,4,6
150,_, , ,挺好,18,20
151,_, , ,太假了,0,3
151,_, , ,量足,4,6
151,_, , ,不紧绷,15,18
151,_, , ,还不错,19,22
152,_, , ,柔软,21,23
152,_, , ,细腻,23,25
153,遮瑕效果,0,4,_, , 
153,_, , ,超级好,4,7
154,_, , ,太白了,2,5
154,_, , ,白的不自然,6,11
155,_, , ,很不错,0,3
155,赠品,15,17,_, , 
155,_, , ,还可以,19,22
156,_, , ,超级划算,6,10
156,_, , ,非常满意,23,27
157,活动,1,3,_, , 
158,_, , ,不错,0,2
158,_, , ,好用,3,5
158,_, , ,不错,8,10
158,_, , ,好评,15,17
158,_, , ,水水的,18,21
158,_, , ,很舒服,21,24
159,_, , ,好用,8,10
160,_, , ,物美价廉,5,9
160,_, , ,放心,12,14
161,卸妆,2,4,_, , 
161,_, , ,挺干净,4,7
161,_, , ,没有介绍的那么遮盖红血丝,8,20
162,_, , ,很好用,2,5
162,_, , ,很服帖,8,11
163,_, , ,很划算,3,6
163,_, , ,非常好,7,10
163,发货,13,15,_, , 
163,_, , ,很快,15,17
163,保湿效果,23,27,_, , 
163,_, , ,不错,27,29
164,到货速度,0,4,_, , 
164,_, , ,很快,4,6
164,包装,13,15,_, , 
164,_, , ,非常好,16,19
165,_, , ,非常满意,0,4
165,_, , ,一点都没有,5,10
165,遮暇效果,10,14,_, , 
165,_, , ,还可以,15,18
166,_, , ,还不错,0,3
166,_, , ,很不错,6,9
166,发货速度,10,14,_, , 
166,_, , ,快,14,15
166,_, , ,是正品,17,20
167,_, , ,很划算,4,7
168,_, , ,不错,12,14
168,精华液,15,18,_, , 
168,_, , ,多,19,20
169,_, , ,细腻,9,11
169,_, , ,亮白,11,13
170,_, , ,很温和,3,6
170,清理力,7,10,_, , 
170,_, , ,强,11,12
171,_, , ,很控油,0,3
171,_, , ,很持妆,3,6
171,_, , ,稍微有点干,9,14
171,颜色,15,17,_, , 
171,_, , ,很好,18,20
172,_, , ,是正品,0,3
172,_, , ,是正品,4,7
172,外壳,18,20,_, , 
172,_, , ,好看,20,22
173,_, , ,温和不刺激,0,5
173,味道,13,15,_, , 
173,_, , ,很好闻,15,18
174,_, , ,很好,0,2
174,包装,3,5,_, , 
174,_, , ,很好,6,8
175,_, , ,太快了,0,3
176,_, , ,不卡粉,0,3
176,价格,14,16,_, , 
176,_, , ,还可以,16,19
177,_, , ,比较温和,11,15
178,补水效果,4,8,_, , 
178,_, , ,不错,8,10
178,_, , ,非常好,11,14
178,_, , ,很舒服,22,25
179,_, , ,实惠,0,2
179,发货,3,5,_, , 
179,送货速度,6,10,_, , 
179,_, , ,很快,11,13
179,_, , ,是正品,16,19
180,_, , ,补水,0,2
180,_, , ,很好,15,17
180,包装,18,20,_, , 
180,_, , ,完整,20,22
181,包装,0,2,_, , 
181,_, , ,挺不错,6,9
182,_, , ,不错的,32,35
183,_, , ,补水的,6,9
184,_, , ,是正品,0,3
184,_, , ,不油,6,8
184,_, , ,很舒服,15,18
185,_, , ,还不错,3,6
185,_, , ,遮暇,7,9
185,_, , ,很柔滑,10,13
185,补水效果,13,17,_, , 
185,_, , ,很好,17,19
186,问道,0,2,_, , 
186,_, , ,可以,3,5
187,_, , ,超级喜欢,8,12
187,服务态度,18,22,_, , 
187,_, , ,很棒,23,25
188,活动,1,3,_, , 
188,_, , ,非常实惠,10,14
188,保湿效果,17,21,_, , 
188,_, , ,不错,22,24
189,_, , ,不错,2,4
190,物流速度,6,10,_, , 
190,快递,15,17,_, , 
190,_, , ,真的快,17,20
191,价格,0,2,_, , 
191,_, , ,实惠,6,8
191,_, , ,挺薄的,9,12
191,_, , ,挺润的,15,18
191,_, , ,不错,23,25
192,_, , ,很水润,3,6
192,_, , ,不浮粉,6,9
192,快递,10,12,_, , 
192,_, , ,很给力,12,15
192,补水效果,17,21,_, , 
192,_, , ,很好,21,23
193,_, , ,是正品,0,3
193,补水,4,6,_, , 
193,隔离效果,6,10,_, , 
193,_, , ,好,10,11
193,赠品,19,21,_, , 
194,_, , ,喜欢,6,8
194,_, , ,好推开,9,12
194,_, , ,不卡粉,12,15
195,上妆效果,0,4,_, , 
195,_, , ,容易上妆,5,9
195,_, , ,物美价廉,10,14
196,质量,7,9,_, , 
196,_, , ,很好,9,11
196,_, , ,淡淡的,15,18
196,香味,18,20,_, , 
196,清洁效果,21,25,_, , 
196,_, , ,好,26,27
197,_, , ,不油,16,18
197,_, , ,真心不错,22,26
198,_, , ,不错,4,6
198,味道,18,20,_, , 
198,_, , ,很好闻,20,23
199,_, , ,没用,6,8
200,_, , ,很好,2,4
200,物流,5,7,_, , 
200,_, , ,很快,8,10
201,_, , ,挺好用的,10,14
202,物流,0,2,_, , 
202,_, , ,挺快的,2,5
203,_, , ,好用,0,2
203,性价比,17,20,_, , 
203,_, , ,不错,20,22
204,_, , ,超级好用,2,6
204,价格,7,9,_, , 
204,_, , ,便宜,9,11
204,_, , ,很开心,12,15
204,_, , ,很喜欢,16,19
205,_, , ,假货,0,2
205,_, , ,有一点点白,13,18
206,性价比,0,3,_, , 
206,_, , ,很高,3,5
206,香味,6,8,_, , 
206,_, , ,不太喜欢,10,14
207,精华液,0,3,_, , 
207,_, , ,挺多的,4,7
208,发货,0,2,_, , 
208,_, , ,快,2,3
208,_, , ,挺好用,15,18
208,_, , ,非常实惠,19,23
209,_, , ,很满意,0,3
209,_, , ,不错,7,9
209,性价比,10,13,_, , 
209,_, , ,不错,13,15
210,_, , ,不错,2,4
211,_, , ,非常好用,2,6
211,_, , ,很不错,16,19
212,包装,7,9,_, , 
213,_, , ,还行,2,4
214,_, , ,很喜欢,0,3
214,包装,4,6,_, , 
214,_, , ,挺精致,6,9
214,_, , ,过得去,10,13
215,_, , ,好评,6,8
216,_, , ,干巴巴,0,3
216,_, , ,一点都不水润,4,10
216,_, , ,非常喜欢,11,15
216,_, , ,不错,18,20
217,补水,0,2,_, , 
217,_, , ,还不错,2,5
218,_, , ,好用,0,2
218,_, , ,还不错,5,8
219,_, , ,好用,11,13
219,_, , ,垃圾,14,16
219,_, , ,非常喜欢,17,21
220,_, , ,很润,7,9
220,_, , ,喜欢,10,12
220,味道,13,15,_, , 
220,_, , ,不错,15,17
221,_, , ,确实不错,0,4
222,遮瑕效果,0,4,_, , 
222,_, , ,挺好,4,6
222,_, , ,比较干,13,16
222,包装,17,19,_, , 
222,_, , ,太次,19,21
222,_, , ,破了,27,29
222,_, , ,漏水,29,31
223,_, , ,喜欢,5,7
223,遮瑕,10,12,_, , 
223,提亮效果,12,16,_, , 
223,_, , ,不错,16,18
223,快递公司,21,25,_, , 
223,_, , ,给力,27,29
224,_, , ,不卡粉,0,3
224,_, , ,粘稠些,14,17
225,_, , ,很好用,2,5
225,保质期,6,9,_, , 
225,_, , ,还不错,12,15
225,_, , ,便宜,23,25
226,_, , ,很好用,0,3
226,_, , ,太干了,17,20
227,_, , ,还不错,11,14
228,_, , ,很好的,0,3
228,_, , ,很舒服,12,15
228,_, , ,挺好用的,16,20
228,_, , ,不错,20,22
229,_, , ,挺好用,0,3
229,吸收,6,8,_, , 
229,_, , ,很快,8,10
229,_, , ,不错,14,16
229,_, , ,很不错,17,20
230,_, , ,好用,12,14
230,_, , ,很好用,15,18
231,_, , ,辣眼睛,14,17
231,_, , ,不错,18,20
231,速度,22,24,_, , 
231,_, , ,很快,24,26
232,_, , ,没有损坏,0,4
232,活动,5,7,_, , 
232,_, , ,正品,14,16
232,_, , ,淡淡的,18,21
232,香味,21,23,_, , 
233,_, , ,挺好用的,4,8
233,_, , ,完美,9,11
233,收货,11,13,_, , 
233,_, , ,很划算,22,25
234,_, , ,很不错,0,3
234,_, , ,不错,15,17
235,_, , ,还不错,8,11
236,_, , ,还行,2,4
236,_, , ,不是特别白,5,10
236,_, , ,能接受,11,14
237,_, , ,比较干,0,3
237,_, , ,浮粉,12,14
238,_, , ,发错,4,6
238,快递,8,10,_, , 
238,_, , ,速度快,10,13
239,_, , ,还可以,0,3
240,_, , ,还可以,4,7
241,_, , ,还可以,7,10
241,活动,15,17,_, , 
242,外观,0,2,_, , 
242,_, , ,很喜欢,2,5
242,_, , ,很喜欢,10,13
242,_, , ,很好用,14,17
242,价格,18,20,_, , 
242,_, , ,亲民,20,22
243,_, , ,不错,6,8
244,颜色,5,7,_, , 
244,_, , ,稍微白一点,7,12
244,_, , ,漂亮,19,21
245,_, , ,还不错,0,3
246,_, , ,不是很遮瑕,0,5
246,_, , ,好差,16,18
247,_, , ,不错,3,5
248,_, , ,有些黏腻,12,16
248,_, , ,还可以,28,31
249,塑封袋,4,7,_, , 
249,_, , ,不错,8,10
250,物流,3,5,_, , 
250,_, , ,超级快,7,10
250,赠品,17,19,_, , 
250,_, , ,不错,20,22
251,价格,8,10,_, , 
251,_, , ,实惠,11,13
252,_, , ,很好,8,10
253,_, , ,正品,15,17
253,_, , ,温和性的,20,24
254,物流,0,2,_, , 
254,_, , ,挺快的,2,5
254,_, , ,挺好吸收,6,10
254,_, , ,挺好用,15,18
254,_, , ,容易推开,19,23
255,_, , ,非常不错,5,9
255,_, , ,不多,11,13
255,_, , ,干不干净,27,31
256,_, , ,超喜欢的,0,4
256,_, , ,很自然,6,9
256,_, , ,美美哒,9,12
257,_, , ,不油腻,1,4
257,补水,19,21,_, , 
257,保湿效果,21,25,_, , 
257,_, , ,好,25,26
258,_, , ,很清爽,6,9
259,_, , ,非常好,28,31
260,_, , ,很好的,0,3
260,_, , ,不适合,18,21
261,_, , ,挺干燥的,2,6
262,_, , ,不错,13,15
263,_, , ,很不错,2,5
263,_, , ,挺好用的,6,10
263,_, , ,很快,11,13
263,_, , ,很好用,20,23
264,到货,0,2,_, , 
264,_, , ,快,2,3
264,_, , ,好用,4,6
264,补水,7,9,_, , 
264,隔离效果,9,13,_, , 
264,_, , ,好,13,14
264,价格,15,17,_, , 
264,_, , ,实惠,17,19
264,_, , ,很划算,20,23
264,_, , ,很喜欢,23,26
265,_, , ,不油腻,3,6
265,_, , ,还不错,9,12
265,_, , ,便宜一点,17,21
266,_, , ,很清爽,0,3
266,_, , ,可以,10,12
266,_, , ,很舒服,20,23
267,包装,0,2,_, , 
267,_, , ,太随便了,2,6
267,_, , ,非常不错,12,16
268,_, , ,挺好的,19,22
269,快递,12,14,_, , 
269,_, , ,好快,14,16
270,_, , ,很好用,0,3
270,美白效果,10,14,_, , 
271,_, , ,很好用,7,10
271,_, , ,赞,11,12
272,_, , ,不错,0,2
273,_, , ,真的好用,0,4
273,_, , ,最差的,10,13
273,_, , ,便宜很多,22,26
274,_, , ,很提亮肤色,1,6
275,清洁能力,0,4,_, , 
275,_, , ,还行,7,9
275,_, , ,还不错,12,15
275,精华,18,20,_, , 
275,_, , ,很多,20,22
276,赠品,8,10,_, , 
277,_, , ,很好用,13,16
277,_, , ,很喜欢,17,20
278,_, , ,赞,28,29
279,吸收,13,15,_, , 
279,_, , ,很不错,15,18
280,_, , ,不油腻,0,3
280,_, , ,蛮好的,4,7
280,味道,16,18,_, , 
280,_, , ,不错,18,20
281,_, , ,还不错,0,3
281,_, , ,挺滋润的,18,22
282,补水效果,13,17,_, , 
282,_, , ,很好,17,19
283,_, , ,好用,0,2
283,遮瑕,17,19,_, , 
283,_, , ,四星,19,21
284,补水,19,21,_, , 
284,_, , ,没问题,21,24
285,_, , ,还不错,5,8
285,_, , ,挺舒服,17,20
286,价格,0,2,_, , 
286,_, , ,便宜,2,4
286,泡沫,7,9,_, , 
286,_, , ,少,9,10
286,清洗,11,13,_, , 
286,_, , ,很干净,13,16
287,保湿效果,0,4,_, , 
287,_, , ,还不错,4,7
288,味道,0,2,_, , 
288,_, , ,非常好闻,2,6
288,_, , ,特别服帖,11,15
288,_, , ,自然,15,17
288,_, , ,不错,20,22
288,价格,25,27,_, , 
288,_, , ,很合理,28,31
289,_, , ,挺好的,7,10
289,快递,12,14,_, , 
289,_, , ,很给力,14,17
289,_, , ,油,18,19
290,_, , ,挺好用的,0,4
290,_, , ,很好用,5,8
290,_, , ,不错,11,13
290,_, , ,还不错,16,19
291,_, , ,有点干,14,17
291,活动,18,20,_, , 
292,_, , ,真心不错,12,16
293,_, , ,挺好的,0,3
293,物流,6,8,_, , 
293,_, , ,有点慢,8,11
294,_, , ,喜欢,0,2
294,_, , ,非常不错,3,7
295,保湿,6,8,_, , 
295,补水效果,8,12,_, , 
295,_, , ,不错,12,14
296,_, , ,一般般,0,3
296,_, , ,很干,10,12
297,_, , ,很服帖,0,3
297,精华液,4,7,_, , 
297,_, , ,多,8,9
297,_, , ,滑滑的,14,17
297,_, , ,嫩嫩的,17,20
298,_, , ,挺好的,0,3
298,_, , ,挺实惠,13,16
299,补水效果,7,11,_, , 
299,_, , ,还不错,13,16
299,优惠力度,19,23,_, , 
300,_, , ,还可以,10,13
300,_, , ,很好用,14,17
301,价格,10,12,_, , 
301,_, , ,很便宜,13,16
302,_, , ,挺好的,0,3
302,_, , ,不油腻,7,10
302,_, , ,挺适合,19,22
303,_, , ,可以的,14,17
304,_, , ,水嫩嫩的,0,4
304,_, , ,不会过敏,4,8
304,价格,9,11,_, , 
304,_, , ,平民价,12,15
304,_, , ,颜色相近,21,25
305,_, , ,很好用,5,8
305,_, , ,很贴肤,9,12
305,态度,13,15,_, , 
305,_, , ,很好,15,17
305,_, , ,挺好用的,18,22
306,_, , ,挺好,0,2
307,价格,0,2,_, , 
307,_, , ,优惠,2,4
308,_, , ,超好用,28,31
308,_, , ,润润的,35,38
309,_, , ,挺好的,10,13
309,_, , ,还可以,14,17
309,_, , ,自然,18,20
310,_, , ,很好,14,16
310,_, , ,不刺激,17,20
310,_, , ,很实惠,28,31
310,_, , ,满意,32,34
311,包装,0,2,_, , 
311,_, , ,挺不错,6,9
311,_, , ,清爽爽的,17,21
312,_, , ,不错,0,2
312,_, , ,挺好用的,4,8
312,_, , ,还好吧,9,12
312,效果,18,20,_, , 
312,_, , ,不错,20,22
313,_, , ,不错,0,2
314,_, , ,很好,10,12
315,_, , ,非常好用,2,6
316,发货,8,10,_, , 
316,_, , ,快,10,11
316,_, , ,挺好用,12,15
316,卸妆效果,16,20,_, , 
316,_, , ,非常好,20,23
317,价格,4,6,_, , 
317,_, , ,不高,6,8
317,_, , ,是不是真品,20,25
318,设计,6,8,_, , 
318,_, , ,很帮,8,10
318,味道,20,22,_, , 
318,_, , ,有点太香,22,26
319,_, , ,好用,0,2
319,补水效果,3,7,_, , 
319,_, , ,很好,7,9
320,活动,7,9,_, , 
320,_, , ,炒鸡划算,11,15
320,_, , ,会不会过敏,22,27
321,_, , ,非常好,0,3
321,_, , ,便宜了好多,15,20
322,外表,10,12,_, , 
322,_, , ,可以,12,14
323,_, , ,服贴,0,2
323,_, , ,不卡粉,2,5
323,_, , ,绝对正品,6,10
324,_, , ,很喜欢,10,13
325,_, , ,不错,5,7
326,活动,1,3,_, , 
326,_, , ,不错,8,10
327,快递,6,8,_, , 
327,_, , ,好,8,9
327,_, , ,还可以,11,14
